original_selling_amount,day_of_year,how_far_in_advance,length_of_stay,no_of_adults,hotel_brand_code,customer_nationality,charge_option,hotel_chain_code,original_payment_method
225.78,224,22,2,4,696,95,2,44,19
188.45,256,12,2,2,426,91,1,391,19
127.31,176,38,1,2,248,86,2,422,19
575.5,244,7,5,2,464,82,2,548,29
277.81,233,26,3,2,859,56,2,548,19
158.0,176,10,2,2,363,99,2,54,29
282.41,183,19,4,2,687,41,1,235,29
24.23,224,16,2,2,198,39,2,481,26
20.9,208,3,1,2,317,74,2,307,29
527.52,239,13,2,5,825,99,1,492,29
50.7,198,4,2,2,604,74,2,187,19
743.77,164,28,8,2,621,14,2,539,29
315.21,256,17,3,2,487,86,1,586,19
35.46,215,10,2,2,584,92,1,356,29
281.33,155,72,2,4,879,44,1,579,29
188.34,201,5,1,6,790,86,2,614,29
118.1,222,10,2,1,281,44,1,276,29
266.35,194,42,2,2,726,8,2,92,19
64.39,236,19,1,2,87,44,1,120,29
100.24,147,46,1,2,434,82,2,39,29
282.04,181,77,1,3,40,86,1,241,16
692.45,151,67,2,3,714,54,2,597,29
63.28,241,2,1,2,751,95,2,492,19
346.43,74,148,2,2,824,54,1,380,29
950.9,56,155,2,3,864,44,2,51,29
119.99,181,70,1,2,438,86,2,334,29
172.47,200,61,1,2,193,42,1,544,19
24.52,175,31,1,1,854,86,1,357,29
146.78,201,1,1,2,446,89,2,574,19
85.52,251,2,1,2,292,56,2,268,29
80.76,257,12,4,1,347,67,1,95,29
119.08,168,15,1,3,182,18,2,353,19
222.69,236,14,3,2,51,91,2,200,29
331.65,175,15,2,2,872,18,1,535,16
190.75,194,11,6,2,709,56,2,87,26
92.21,161,39,1,2,410,91,1,386,19
229.27,194,16,1,2,829,92,2,506,29
125.93,136,89,2,2,753,92,1,273,29
311.99,206,32,2,2,93,37,1,234,29
117.56,213,4,1,2,858,56,2,136,19
41.78,196,2,2,2,502,74,2,518,19
154.35,165,27,1,2,753,25,1,273,29
262.0,181,73,1,4,78,18,2,110,26
514.4,207,19,2,4,673,40,1,257,29
126.3,195,37,1,1,56,44,1,110,29
542.94,226,20,2,2,581,74,1,470,29
334.88,191,1,1,7,871,86,2,16,19
46.54,262,7,1,2,51,92,1,200,29
160.62,261,10,1,4,513,37,2,359,19
447.75,233,6,5,2,753,99,2,273,29
239.04,126,81,2,2,879,37,2,579,19
102.22,255,1,1,2,585,99,2,18,5
1616.5,212,9,3,2,322,37,2,492,19
37.05,221,2,1,2,427,40,2,548,29
38.82,255,9,2,2,792,40,2,120,29
553.68,200,33,5,2,410,91,2,386,19
118.6,38,167,2,2,52,86,1,531,19
714.06,89,149,2,2,761,37,2,393,29
131.16,198,12,2,2,458,39,2,51,29
242.54,117,136,2,2,681,56,2,118,29
377.95,13,254,2,2,375,86,2,92,19
1242.18,155,65,2,5,447,37,2,96,5
1299.02,40,149,5,4,487,91,1,586,29
244.24,29,158,3,2,403,99,1,260,29
188.36,263,9,4,1,51,37,1,200,29
68.94,227,41,1,2,852,44,1,378,29
376.77,207,6,2,2,482,86,2,527,19
116.52,231,5,2,2,375,63,2,92,5
647.43,215,6,3,4,351,95,2,611,29
94.37,251,1,1,2,458,40,2,51,29
471.93,23,175,3,2,323,99,2,454,29
111.95,188,6,1,1,60,44,1,35,19
382.24,146,37,3,2,130,37,2,436,19
416.93,244,23,3,4,884,82,2,2,19
183.81,164,93,1,2,536,91,2,110,29
228.94,206,14,2,1,464,98,2,548,29
580.4,195,23,4,2,631,92,2,472,29
824.85,172,50,3,3,572,86,1,273,29
574.49,94,115,4,2,854,37,1,357,19
46.96,210,1,1,2,538,97,2,38,19
302.98,198,8,2,2,590,91,2,330,29
1226.08,158,87,5,4,508,37,2,69,19
128.86,256,2,1,6,821,95,2,127,29
260.73,192,32,2,2,152,95,2,614,19
179.85,268,2,1,6,384,97,2,161,29
114.23,226,24,1,2,513,37,2,359,27
180.0,264,2,3,2,784,71,2,544,29
104.8,248,3,1,2,776,56,2,359,19
99.66,263,2,1,2,121,3,2,618,29
312.37,225,6,3,1,572,66,2,273,5
75.68,199,1,1,2,328,37,2,123,29
796.06,216,52,5,2,283,91,1,543,19
102.08,220,1,1,3,359,37,2,19,29
71.13,219,11,1,6,584,92,1,356,19
103.55,193,0,1,2,530,81,2,202,29
476.39,127,124,5,2,403,37,1,260,29
416.35,93,115,5,5,419,81,1,83,29
1021.4,252,17,4,2,169,86,2,51,19
193.82,206,39,2,2,144,85,2,476,19
32.09,181,2,1,1,709,39,2,87,26
638.55,281,292,3,2,62,98,1,268,29
41.36,96,100,1,2,252,86,2,563,29
121.86,256,2,1,4,859,56,2,548,26
58.04,208,9,1,1,546,44,1,345,29
450.1,115,81,1,2,714,44,2,597,19
106.65,194,2,1,2,155,56,2,213,19
1177.05,45,144,5,4,592,91,2,482,29
442.7,152,51,2,2,250,99,2,544,29
101.39,167,74,1,2,487,91,1,586,29
52.32,223,8,2,2,427,40,2,548,19
44.74,213,4,1,2,87,40,2,120,29
95.6,232,6,2,4,502,40,1,518,29
154.58,141,46,2,2,572,74,2,273,29
370.83,230,9,2,6,464,56,2,548,29
320.37,79,132,3,1,188,37,1,319,29
478.98,244,9,4,2,592,99,2,482,29
178.34,233,37,1,2,112,86,1,535,19
181.02,70,143,6,1,252,91,2,563,29
117.11,347,244,1,2,231,44,1,618,29
20.81,189,10,1,1,854,86,2,357,29
231.01,246,13,1,3,124,44,1,182,19
211.52,233,4,2,2,720,18,2,330,30
336.23,38,196,3,1,363,86,1,54,19
421.97,61,171,2,2,40,82,1,241,19
418.44,84,144,3,2,202,98,1,434,19
348.81,257,7,3,2,51,37,2,200,19
104.95,189,3,3,2,185,63,2,178,19
863.72,163,104,2,2,536,44,2,110,29
94.96,179,21,1,2,427,3,2,548,29
30.51,270,1,1,1,412,56,2,336,29
222.1,211,13,4,2,870,86,2,178,29
102.36,165,45,1,2,321,44,1,58,5
226.84,145,110,1,4,308,91,2,565,5
946.1,186,30,3,4,860,18,2,77,4
9562.86,79,135,5,18,124,18,2,182,4
117.54,184,29,2,1,52,86,1,531,19
275.68,247,9,3,2,51,86,2,200,29
127.0,179,32,2,3,50,86,1,614,19
152.2,174,38,2,3,12,56,2,267,29
67.91,248,5,1,2,886,28,2,24,29
454.49,134,49,4,2,490,74,2,617,19
1125.83,198,27,12,2,121,3,2,618,19
154.92,193,56,1,2,557,86,2,457,5
411.6,226,11,3,3,695,81,2,209,29
267.25,129,110,2,2,32,86,1,148,19
228.08,188,34,2,2,78,82,2,110,19
74.85,186,55,1,2,464,99,2,548,19
1624.56,21,174,14,2,163,3,1,237,29
154.3,252,8,1,1,536,44,1,110,16
192.24,216,11,2,2,322,40,1,492,29
501.44,239,29,4,2,203,3,2,72,19
161.1,82,108,2,1,691,82,1,547,29
141.86,153,42,1,2,462,44,1,543,29
247.73,208,13,7,2,887,86,2,520,29
101.06,186,3,1,2,860,37,2,77,29
1860.24,171,98,5,12,490,88,1,617,19
545.44,121,76,4,2,178,86,1,176,19
266.18,209,1,1,3,820,82,2,113,26
119.93,163,81,1,2,534,86,2,132,27
133.8,136,65,1,2,147,18,2,13,19
853.47,186,68,6,1,311,44,2,51,29
355.43,229,22,6,2,490,102,2,617,29
7.92,191,1,1,2,502,40,2,518,16
162.77,113,77,1,2,463,44,2,228,16
213.08,225,6,2,2,541,80,2,544,29
58.94,267,1,1,2,470,86,2,104,29
182.68,228,8,4,2,577,18,1,508,19
228.65,146,86,1,1,390,42,2,223,19
315.36,191,36,2,2,431,37,2,334,29
125.14,222,2,1,1,487,16,2,586,29
21.26,225,6,1,2,49,40,2,115,19
108.61,234,34,1,2,741,91,2,168,29
104.75,222,9,1,2,470,86,1,104,19
600.72,185,41,3,2,32,18,2,148,4
285.42,236,23,6,2,312,49,2,267,29
216.41,145,47,1,2,572,86,2,273,19
15.24,247,1,1,2,598,32,2,4,22
54.19,226,6,1,2,886,98,2,24,5
561.34,259,1,1,4,136,74,2,519,19
41.44,235,1,1,2,42,56,2,409,19
158.25,247,22,1,3,83,42,1,614,19
117.0,219,0,1,2,753,86,2,273,29
765.69,219,37,3,2,464,39,2,548,19
332.92,185,33,3,2,741,86,2,168,19
593.78,154,75,6,2,243,43,1,273,19
137.25,218,13,1,2,324,56,2,548,29
449.45,192,14,3,2,513,98,2,359,5
148.09,192,8,1,2,508,91,2,69,19
143.98,221,30,1,4,464,40,2,548,29
90.07,225,47,1,1,426,44,1,391,5
320.81,67,138,3,2,262,86,1,543,5
33.27,206,12,1,2,681,56,2,118,29
36.65,230,16,1,2,243,86,2,273,19
112.56,15,190,2,2,426,86,1,391,19
589.52,164,33,4,1,410,86,2,386,29
246.83,195,14,1,2,62,86,1,268,19
4260.12,250,11,5,12,761,18,2,393,4
140.54,264,9,2,1,93,44,2,234,29
1085.9,226,20,2,4,581,74,1,470,29
459.29,205,14,3,2,475,99,2,504,29
41.31,268,4,1,2,427,40,2,548,26
215.63,212,57,3,2,52,18,2,531,4
318.92,227,4,1,2,759,90,2,359,29
177.7,198,4,1,2,685,82,2,136,29
128.54,186,14,3,2,312,39,2,267,19
591.93,220,53,3,2,443,40,2,92,29
797.6,128,75,4,4,239,82,1,427,19
1977.79,218,10,2,2,85,44,2,96,29
115.56,237,31,2,1,741,44,1,168,29
404.1,77,194,4,2,741,91,1,168,29
1124.24,222,20,3,2,884,37,1,2,5
220.36,226,30,3,2,562,71,1,614,5
77.54,182,31,1,2,124,86,1,182,19
657.56,353,228,4,2,214,86,2,267,19
273.88,187,49,5,2,595,18,2,580,26
85.2,203,1,1,2,339,37,2,212,19
229.76,177,6,2,2,772,82,2,548,29
379.32,129,125,3,2,163,40,2,237,2
247.54,249,3,1,2,147,44,2,13,29
121.53,195,9,2,1,52,86,1,531,29
275.07,202,22,3,1,859,53,2,548,29
194.38,226,27,1,3,247,67,1,51,29
89.73,197,54,3,2,863,86,1,327,5
368.59,211,54,3,2,10,86,2,531,19
316.22,218,3,2,2,432,32,2,119,29
296.78,131,79,2,2,638,13,2,289,29
62.65,199,38,1,1,546,44,1,345,29
39.75,233,1,1,2,243,28,2,273,29
75.69,166,44,1,1,78,80,2,110,19
1481.28,362,205,7,2,289,3,2,501,29
108.32,187,1,1,3,300,37,2,51,5
108.67,249,17,1,2,427,28,2,548,22
373.14,234,6,2,2,858,95,2,136,4
68.8,144,56,1,2,283,86,2,543,29
1646.53,45,175,2,8,447,37,2,96,19
398.04,163,65,2,2,829,44,2,506,29
11.87,186,10,1,1,327,74,2,189,19
194.0,218,8,4,2,464,18,2,548,29
71.43,257,2,1,2,859,56,2,548,19
340.05,168,29,3,1,283,91,1,543,16
115.15,212,1,1,1,872,44,2,535,29
287.13,224,5,3,2,310,41,2,106,29
178.54,59,134,2,1,741,86,1,168,19
890.18,217,32,4,2,697,86,1,27,5
87.63,223,17,1,6,164,95,1,274,19
68.01,183,5,3,4,502,40,2,518,29
24.52,255,7,1,2,704,40,2,120,29
116.1,269,1,1,2,534,56,2,132,29
441.42,197,20,2,3,149,82,2,408,19
56.06,253,2,1,2,392,18,2,94,29
86.0,235,5,2,2,854,99,2,357,29
199.34,220,18,1,1,188,86,1,319,19
246.77,10,200,2,3,852,91,1,378,19
166.19,243,7,2,3,11,40,2,274,29
23.96,244,1,1,2,604,74,2,187,4
211.5,250,22,2,2,784,95,1,544,29
52.66,193,61,1,2,863,86,1,327,19
1355.94,3,257,3,4,572,56,1,273,19
373.63,220,42,3,2,321,91,1,58,29
4001.05,156,58,4,10,93,18,2,234,4
36.36,204,1,1,2,602,3,2,75,29
132.91,193,16,1,2,480,82,1,334,29
580.36,201,30,8,1,52,18,1,531,29
1182.24,183,25,6,2,449,56,2,544,29
308.22,120,64,1,4,99,39,2,142,5
331.94,252,10,6,2,243,95,2,273,4
325.29,131,100,3,2,10,86,2,531,29
113.29,205,1,1,3,562,91,2,614,19
277.58,185,3,2,2,821,32,2,127,19
205.09,107,148,2,2,426,18,2,391,4
241.88,267,6,2,2,124,82,2,182,29
926.14,225,33,5,1,572,37,2,273,5
315.18,236,14,2,1,283,95,1,543,19
141.08,198,9,1,1,427,92,2,548,29
3079.83,152,56,5,6,876,18,2,535,4
208.12,206,35,2,2,39,86,2,491,19
402.13,143,63,3,2,78,86,1,110,29
40.43,222,19,1,1,410,86,2,386,29
565.09,234,11,6,2,434,91,2,39,29
249.67,229,40,1,2,593,3,1,215,29
334.1,218,55,3,2,432,82,2,119,29
95.06,166,89,1,2,51,91,1,200,29
89.24,160,95,1,2,430,74,1,575,29
194.98,197,4,2,1,412,82,2,336,29
407.67,163,28,5,2,426,54,2,391,29
15.89,185,9,1,1,566,86,2,612,29
369.65,221,31,2,2,592,91,2,482,29
253.88,168,24,2,2,779,18,2,51,29
69.26,187,25,1,1,253,102,1,389,19
102.85,168,60,2,2,871,18,2,16,4
42.67,133,73,1,2,490,40,1,617,29
109.28,222,2,1,2,562,82,2,614,29
120.78,270,3,1,2,869,91,2,24,29
74.11,164,30,1,2,774,3,2,614,19
157.76,244,5,2,2,319,44,2,524,5
86.23,144,49,1,2,308,18,2,565,26
72.29,229,1,1,1,188,44,2,319,29
137.53,271,2,1,2,668,91,2,396,19
8.97,212,3,1,2,502,32,2,518,29
53.72,241,5,1,2,219,56,2,548,19
2453.16,186,41,4,4,462,39,2,543,19
208.8,207,5,1,4,350,92,2,427,29
87.34,181,4,2,2,251,40,2,525,29
48.33,218,1,1,2,11,40,2,274,19
65.13,197,14,1,2,243,95,2,273,4
53.86,248,25,1,1,410,44,2,386,16
294.71,251,3,2,2,634,86,2,72,19
558.96,170,43,4,4,712,41,2,533,19
79.58,187,2,1,1,243,86,2,273,29
87.11,259,1,1,2,562,99,2,614,29
651.4,257,4,3,2,751,40,2,492,29
72.14,256,2,2,2,27,40,2,295,29
98.49,234,5,2,2,886,99,2,24,29
186.83,246,12,2,2,697,86,1,27,29
630.99,207,39,3,6,427,56,2,548,19
870.04,151,62,2,2,671,86,2,341,29
76.5,270,1,1,2,276,42,2,325,19
245.0,191,46,2,2,530,86,2,202,29
69.86,161,43,2,1,583,86,2,445,19
762.33,173,45,4,2,322,56,1,492,29
20.66,259,1,1,2,461,87,2,29,19
192.81,158,66,3,1,741,37,1,168,29
606.99,180,60,1,6,147,40,1,13,29
169.28,203,26,1,3,78,44,2,110,29
456.01,263,10,4,2,592,82,2,482,29
50.3,181,3,1,1,741,44,2,168,16
66.75,260,4,1,2,13,74,2,516,19
462.56,214,24,4,2,530,99,2,202,29
415.41,89,118,7,1,687,80,2,235,19
245.29,193,6,2,2,572,92,2,273,29
306.99,166,42,1,6,869,44,1,327,5
229.3,206,13,2,2,490,71,2,617,29
870.39,32,224,1,6,634,56,1,72,19
325.85,190,53,5,2,339,13,2,212,29
149.45,246,5,1,3,761,91,1,393,29
4970.19,176,18,3,1,364,18,1,51,29
270.51,169,55,1,2,78,44,2,110,5
124.0,205,35,2,2,50,56,1,614,19
132.48,235,18,1,2,264,91,2,492,19
66.86,225,40,2,2,470,86,2,104,27
118.18,256,6,1,2,687,44,2,235,29
500.92,221,2,2,4,515,94,2,79,29
1551.08,40,188,4,4,93,37,2,234,19
217.16,204,4,2,2,459,11,2,448,29
113.46,180,8,1,4,653,102,2,566,29
103.25,176,17,1,2,872,37,2,535,19
42.75,187,2,1,2,11,40,2,274,29
391.32,129,81,2,2,638,13,1,289,19
1023.3,105,107,3,2,300,18,2,51,19
17.86,219,8,1,2,584,92,1,356,29
209.58,81,132,2,2,51,91,1,200,29
181.62,182,10,2,2,830,99,2,218,29
424.74,240,8,2,2,572,86,1,273,19
287.56,222,2,2,2,859,28,2,548,29
282.1,104,82,1,2,231,44,1,618,16
1403.26,213,46,11,1,504,102,1,454,29
184.66,250,8,2,2,268,82,1,436,19
164.3,192,14,1,1,753,32,2,273,19
69.49,209,41,1,2,277,86,2,406,19
416.47,214,13,4,2,621,95,2,539,29
73.17,134,72,1,2,356,18,2,124,4
110.49,202,5,1,1,784,39,2,544,29
497.81,242,25,3,2,114,44,2,407,29
69.72,188,4,2,2,565,86,2,108,19
321.92,121,74,1,3,872,8,1,535,29
49.19,240,21,1,2,487,86,1,586,5
308.8,174,12,5,1,403,3,1,260,29
133.64,248,10,2,1,50,86,2,614,29
708.56,225,34,2,4,188,91,2,319,29
69.18,219,36,1,2,858,95,2,136,29
55.3,252,8,1,2,325,3,1,462,29
501.98,200,12,2,4,264,97,1,492,29
205.83,188,37,3,2,859,43,2,548,19
73.79,241,1,1,2,475,95,2,504,30
170.29,199,2,1,2,544,28,2,132,5
1586.62,121,123,5,4,264,3,2,492,5
395.02,126,109,2,2,188,91,1,319,16
2539.73,138,87,6,5,642,102,2,377,29
48.8,199,3,2,2,792,40,2,120,16
156.24,209,29,1,4,321,37,1,58,19
399.26,196,16,3,2,262,86,1,543,19
380.4,103,145,2,2,714,91,1,597,29
103.26,119,77,2,2,226,99,1,613,19
183.28,256,7,2,2,741,86,2,168,29
264.96,195,17,2,2,208,92,2,313,29
220.26,225,35,2,2,427,3,2,548,29
50.91,230,6,1,1,695,98,2,209,29
17.82,235,2,1,1,30,86,2,30,29
60.74,232,34,1,1,464,92,2,548,19
57.6,243,1,1,2,470,86,2,104,19
173.49,73,143,2,2,188,91,1,319,29
52.45,211,10,1,2,50,97,1,614,29
265.65,205,62,3,1,262,44,1,543,16
151.01,257,9,1,2,281,44,1,276,29
301.4,145,100,2,3,121,3,1,618,19
97.97,214,13,1,2,751,86,2,492,19
149.7,102,142,2,2,741,44,2,168,26
465.9,302,294,3,2,4,37,2,509,29
437.4,193,3,2,4,572,102,2,273,29
85.96,203,1,1,1,124,44,2,182,26
102.16,184,15,2,1,426,44,1,391,19
333.13,227,3,3,2,741,86,2,168,16
607.7,219,6,4,2,427,74,2,548,19
82.68,158,45,1,2,325,3,2,462,19
249.93,178,85,4,2,308,91,1,565,29
459.96,232,4,4,2,454,99,2,411,29
240.04,165,27,3,2,741,91,2,168,19
635.35,238,20,7,2,138,95,2,51,5
104.03,153,79,1,2,741,91,1,168,16
671.68,183,56,2,2,147,40,1,13,29
119.5,235,1,1,1,734,28,2,359,29
344.5,179,69,1,2,182,44,2,353,29
429.34,180,30,3,2,73,71,1,24,29
769.61,69,186,5,3,10,56,1,531,19
163.94,232,38,2,2,308,91,2,565,29
135.76,205,4,2,1,473,3,2,349,19
79.21,184,2,1,2,42,63,2,409,19
9.69,249,3,1,2,502,40,2,518,2
364.32,192,4,3,2,458,37,2,51,19
690.42,185,56,3,4,438,18,2,334,26
181.62,241,10,2,2,357,44,2,586,29
908.2,56,210,1,10,657,98,1,590,29
103.4,246,27,1,2,11,40,1,274,19
240.66,235,7,3,1,147,44,2,13,26
85.36,236,2,1,2,886,99,2,24,19
614.79,141,128,5,4,268,56,1,436,29
204.29,168,70,2,2,310,44,1,106,29
74.17,13,257,1,1,308,98,2,565,19
86.85,189,20,3,1,423,98,1,369,29
405.58,211,17,2,2,638,40,2,289,26
85.2,213,24,1,2,475,18,2,504,4
85.64,201,2,2,2,279,94,2,488,19
71.86,195,40,1,1,872,82,1,535,29
385.46,182,6,2,2,753,99,2,273,29
610.1,157,38,4,3,572,82,1,273,29
163.12,210,4,2,4,340,39,2,73,19
79.6,127,78,1,2,475,32,2,504,22
574.97,234,4,4,2,776,99,2,359,19
93.92,186,2,2,2,412,86,2,336,29
1007.04,246,20,3,2,283,86,2,543,29
294.8,232,9,2,2,437,37,2,570,5
83.1,210,2,1,2,139,98,2,434,29
350.4,194,66,5,2,869,8,2,24,29
114.07,200,8,1,2,62,97,2,268,29
180.73,231,20,2,1,427,91,1,548,5
24.16,192,47,1,2,863,18,1,327,29
93.91,213,38,1,2,572,37,1,273,29
17.84,219,52,1,4,502,40,2,518,2
741.92,161,26,3,4,851,18,1,463,29
118.29,253,11,3,2,437,92,2,570,29
129.39,150,46,2,2,419,91,2,83,29
82.46,249,1,1,4,470,86,2,104,29
227.89,230,5,1,4,753,32,2,273,29
81.93,103,165,1,1,10,86,2,531,19
152.88,80,107,1,2,427,3,2,548,29
296.66,148,37,1,4,438,92,2,334,29
522.14,97,120,2,2,322,3,2,492,5
30.12,208,2,1,2,713,92,2,593,29
90.53,222,1,1,2,858,71,2,136,5
133.32,213,13,3,2,754,3,2,298,5
116.01,205,14,3,2,12,39,2,267,19
160.18,259,0,1,1,264,59,2,492,19
162.65,196,5,2,2,629,18,2,451,28
136.05,178,30,3,2,530,99,2,202,11
275.54,189,49,3,2,794,39,1,288,29
86.98,194,2,1,2,572,56,2,273,29
341.9,147,44,2,2,815,86,1,79,19
57.42,224,35,1,1,879,37,2,579,5
2212.5,149,41,5,4,696,98,1,44,29
308.55,205,40,1,4,753,90,1,273,29
1219.56,191,10,4,2,401,99,1,79,5
451.58,234,25,2,1,685,39,2,136,29
141.52,156,58,2,2,566,86,2,612,29
733.12,107,90,3,4,410,91,1,386,19
114.76,264,1,1,2,682,37,2,294,19
1162.11,91,92,3,2,875,91,1,79,29
142.07,249,17,1,2,753,16,1,273,29
488.51,123,113,3,2,124,18,2,182,27
46.2,236,6,1,1,188,44,2,319,26
273.72,204,56,3,2,490,92,1,617,5
449.9,149,54,4,2,426,86,2,391,29
51.9,242,4,1,1,498,82,2,254,29
137.64,212,12,1,1,50,16,1,614,19
574.13,212,39,3,2,300,98,2,51,5
62.2,248,2,1,2,107,92,2,549,5
272.04,189,30,3,2,375,95,1,92,19
102.21,87,140,2,2,546,86,2,345,29
74.92,246,2,1,2,320,56,2,548,29
440.9,333,218,4,2,741,37,1,168,29
681.87,180,10,3,2,875,91,1,79,29
408.18,127,110,2,2,188,91,2,319,16
213.0,153,117,3,1,580,86,2,505,19
1446.92,213,5,4,1,1,97,2,280,29
101.08,196,2,2,2,398,40,2,549,29
21.27,231,13,1,2,251,82,2,525,19
48.24,250,1,1,2,693,28,2,587,19
117.82,213,28,1,2,879,86,2,579,19
116.53,216,2,1,2,243,86,2,273,19
82.01,264,2,1,2,432,82,2,119,29
46.1,200,1,1,1,469,44,2,536,29
60.0,203,3,2,2,568,102,2,230,26
354.28,198,55,2,2,402,54,2,268,29
92.35,200,0,1,2,464,94,2,548,19
289.25,181,77,1,3,40,86,1,241,16
673.46,185,47,3,4,464,56,2,548,29
570.6,128,125,4,2,264,56,2,492,29
694.2,166,50,5,2,2,86,2,70,19
127.85,260,10,3,2,51,91,1,200,19
102.2,225,18,1,2,776,56,2,359,5
233.37,270,3,3,2,412,56,2,336,19
253.08,123,70,2,2,363,99,2,54,29
134.16,184,88,1,2,121,82,1,618,19
215.13,235,8,1,2,9,86,2,539,29
350.5,235,32,2,2,526,2,2,222,19
345.73,147,126,1,2,97,91,2,8,29
49.37,268,1,1,1,286,44,2,176,5
210.86,206,43,2,2,557,42,1,457,29
118.43,169,49,1,1,427,67,2,548,29
420.75,256,7,3,6,696,86,2,44,19
1983.4,44,177,4,10,447,54,1,96,29
10.75,223,1,1,2,502,40,2,518,19
81.91,262,8,1,2,790,86,1,614,19
282.25,125,130,3,2,761,18,1,393,5
134.13,167,16,1,4,761,86,2,393,29
106.26,171,17,1,2,487,91,2,586,19
95.73,255,5,1,1,859,67,2,548,29
147.79,188,1,1,2,753,99,2,273,29
256.23,160,36,1,2,410,91,2,386,29
210.46,262,6,3,2,268,82,2,436,19
339.15,228,30,4,3,572,82,2,273,29
21.85,210,1,1,2,545,92,2,261,29
98.59,231,31,1,2,283,44,1,543,19
386.14,272,1,1,2,874,74,2,548,19
455.21,54,160,3,3,430,86,2,575,29
88.36,133,99,1,4,243,32,2,273,29
196.04,203,22,2,2,869,86,1,24,19
1062.54,79,135,5,2,124,18,2,182,4
73.13,151,44,1,1,872,86,1,535,29
40.18,206,15,2,2,502,74,2,518,29
445.38,205,39,6,4,166,80,1,502,19
225.95,203,44,1,3,78,86,2,110,29
391.08,201,16,2,6,527,56,2,136,19
216.49,208,2,1,2,536,92,2,110,19
35.91,250,1,1,2,785,97,2,269,19
381.66,102,146,2,1,714,91,2,597,29
118.52,212,41,2,2,49,40,2,115,19
264.25,234,16,3,2,121,3,1,618,19
115.05,186,18,3,2,27,40,2,295,3
233.69,99,123,2,2,124,54,1,182,29
684.05,246,7,3,2,610,90,2,231,19
87.83,269,1,1,2,490,44,2,617,29
80.58,158,49,1,1,487,86,2,586,5
288.54,181,4,3,2,324,82,2,548,19
579.34,190,2,2,2,152,81,2,614,29
29.7,195,1,1,2,24,40,2,195,29
309.3,177,6,2,4,495,3,2,441,29
849.04,95,93,4,4,70,18,1,141,29
146.5,185,3,2,1,227,97,2,492,29
85.66,259,4,2,2,427,40,2,548,19
22.25,249,2,1,2,27,40,2,295,29
344.09,166,29,2,2,281,86,2,276,19
957.39,209,14,6,2,638,91,2,289,19
57.6,266,1,1,2,460,37,2,582,29
143.84,13,192,2,1,335,86,1,176,29
175.09,182,12,1,2,297,99,2,583,29
212.15,185,15,1,5,193,39,2,544,29
204.35,193,8,1,2,147,99,2,13,19
674.51,219,6,3,2,804,18,2,614,19
495.03,208,20,3,2,169,44,2,51,5
102.8,191,5,4,1,427,40,2,548,19
813.37,71,141,4,2,508,18,1,69,19
134.14,156,54,2,2,210,18,1,422,29
150.62,249,5,2,4,251,40,2,525,29
2225.5,215,14,5,4,840,18,2,326,29
218.0,205,9,4,2,544,39,2,132,19
514.16,113,126,3,2,504,16,2,454,19
78.45,211,1,1,2,292,56,2,268,29
155.94,191,3,2,2,572,56,2,273,19
338.58,180,20,2,1,387,91,1,334,19
17.0,195,35,1,2,427,40,2,548,19
20.26,269,1,1,2,792,86,2,120,29
43.92,247,9,2,2,584,92,1,356,29
284.52,192,13,4,2,72,4,2,555,22
49.56,249,8,1,2,784,92,2,544,26
603.43,183,23,3,4,572,95,2,273,19
73.79,241,1,1,2,475,95,2,504,4
149.61,210,2,1,2,590,74,2,330,19
148.76,204,7,1,2,432,82,1,119,5
192.49,80,131,7,2,164,82,2,274,19
150.45,246,0,1,1,3,97,2,548,19
37.93,238,1,1,2,243,56,2,273,29
147.84,212,61,2,2,513,56,2,359,29
59.99,228,0,1,2,363,99,2,54,29
112.17,210,19,3,2,398,37,2,549,27
822.03,219,53,7,3,190,74,2,351,19
136.52,136,77,1,2,78,91,2,110,16
114.94,17,185,1,2,78,91,1,110,5
298.14,208,33,2,2,51,86,1,200,29
58.54,237,20,1,2,572,56,2,273,29
203.16,199,67,1,2,733,95,1,47,29
319.9,143,53,3,1,741,102,1,168,29
101.92,99,109,1,2,427,90,2,548,19
444.36,16,209,7,2,163,86,1,237,29
137.84,250,14,2,2,741,18,1,168,29
90.88,193,17,1,2,285,74,2,614,19
2075.4,80,154,4,2,889,37,2,51,19
553.44,127,77,1,8,225,56,2,176,29
227.79,149,84,2,2,772,37,2,548,29
166.2,248,23,2,2,124,86,2,182,19
35.24,225,6,1,1,869,66,1,24,19
151.78,238,35,2,2,268,44,2,436,19
225.06,225,21,2,2,819,86,1,327,19
184.23,213,14,2,2,872,44,1,535,16
1358.3,115,69,5,4,781,99,2,42,29
56.83,175,10,1,2,427,18,2,548,26
28.04,271,2,1,2,166,91,2,502,19
69.44,249,4,2,2,251,40,2,525,19
66.81,245,0,1,2,804,16,2,614,29
281.58,158,42,1,2,657,74,2,590,29
843.43,220,40,3,4,872,18,1,535,29
96.26,249,7,7,1,277,39,2,406,29
187.76,231,9,1,10,586,39,1,145,29
204.92,31,163,2,6,125,99,2,24,29
123.8,185,25,1,2,864,40,2,51,19
351.55,261,11,2,1,859,82,1,548,5
107.69,196,25,1,2,10,91,1,531,29
374.72,182,10,3,2,356,18,2,124,4
69.74,254,1,1,2,328,37,2,123,29
29.8,208,1,1,2,603,37,2,298,19
93.84,190,38,2,1,871,44,2,16,26
357.67,197,6,2,2,889,86,2,51,29
